1.000000000000000000e+00,5.786897027747717193e-01,-1.247160540500750862e-02,-1.914693409069506969e-01,3.009358537069350970e-02,1.999042996967497210e-01,-1.413176243170065072e-01,1.427158978863918848e-01
1.000000000000000000e+00,8.377652408760563052e-01,-4.799594839973851668e-03,-1.779602302894626453e-01,-4.135609958041444947e-03,1.803238860582984660e-01,-1.381080050440772200e-01,1.412270394184730882e-01
1.000000000000000000e+00,6.574446317947764129e-01,-1.539190395117162689e-03,-1.961225409883082249e-01,3.771259652509901909e-03,1.984442502805196518e-01,-1.708443076718392517e-01,1.434473666083747601e-01
1.000000000000000000e+00,5.564699253030176429e-01,-1.663115820049690385e-01,-2.252703525082008496e-01,4.002674512250912336e-02,2.302440994004420483e-01,-1.505443610775874796e-01,1.771237152312918062e-01
1.000000000000000000e+00,3.081478402525953397e-01,2.696299469934040904e-02,-2.209349796641049135e-01,3.917859882980996578e-02,2.224506085207431649e-01,-1.354003777110915352e-01,1.557949946803320884e-01
1.000000000000000000e+00,6.130014443322836515e-01,-1.604380123657205698e-02,-1.905078845985490044e-01,1.629454230941460025e-02,1.986469264975659899e-01,-1.450502602565951760e-01,1.388293065467769705e-01
1.000000000000000000e+00,6.165271711312511060e-01,5.726830087044656320e-02,-1.882218218551311995e-01,-3.534266503372180540e-02,1.827314696260112226e-01,-1.464669122684126301e-01,1.300637268450215989e-01
2.000000000000000000e+00,1.027198131484213128e+00,-2.246411137282224718e-02,-1.891219980480131069e-01,2.852121837650034575e-02,1.975499088976929163e-01,-1.222708534883121811e-01,1.412249752528778046e-01
2.000000000000000000e+00,2.508645629300905622e+00,-4.882681516221417002e-03,-1.798172583559212445e-01,6.801142385100304548e-03,1.895351131158480029e-01,-1.438016078565752531e-01,1.355247596327277260e-01
2.000000000000000000e+00,1.337732838187483564e+00,1.680610502264003395e-02,-1.745101256166784187e-01,-1.436975402931332108e-02,1.741557620777547943e-01,-1.759524788142423080e-01,1.361826334330459853e-01
3.000000000000000000e+00,1.961996182176828141e+00,-1.145218163913297102e-02,-1.824247784178580911e-01,3.113186852162444160e-02,1.923435577921386863e-01,-1.243447685799289326e-01,1.387515393842450595e-01
2.000000000000000000e+00,1.274731618507662256e+00,-3.473992405838669819e-04,-1.967502133209078075e-01,1.069637168743002228e-03,2.003746372913676188e-01,-1.643578342077061660e-01,1.480243400402968534e-01
