1.000000000000000000e+00,8.680345541621575123e+00,-1.247160540500750862e-02,-1.914693409069506969e-01,3.009358537069350970e-02,1.999042996967497210e-01,-1.413176243170065072e-01,1.427158978863918848e-01
1.000000000000000000e+00,1.424200909489295697e+01,-4.799594839973851668e-03,-1.779602302894626453e-01,-4.135609958041444947e-03,1.803238860582984660e-01,-1.381080050440772200e-01,1.412270394184730882e-01
1.000000000000000000e+00,1.117655874051119902e+01,-1.539190395117162689e-03,-1.961225409883082249e-01,3.771259652509901909e-03,1.984442502805196518e-01,-1.708443076718392517e-01,1.434473666083747601e-01
1.000000000000000000e+00,7.234109028939228914e+00,-1.663115820049690385e-01,-2.252703525082008496e-01,4.002674512250912336e-02,2.302440994004420483e-01,-1.505443610775874796e-01,1.771237152312918062e-01
1.000000000000000000e+00,2.157034881768167267e+00,2.696299469934040904e-02,-2.209349796641049135e-01,3.917859882980996578e-02,2.224506085207431649e-01,-1.354003777110915352e-01,1.557949946803320884e-01
1.000000000000000000e+00,7.102521730371644360e+00,-1.339162825049345154e-02,-1.918350470769493166e-01,2.278602841907763354e-02,2.004696667545617927e-01,-1.443091393351195184e-01,1.389958674224482937e-01
2.000000000000000000e+00,4.861781518074486286e+01,6.626182606318507546e-04,-1.808379686274160236e-01,1.733711285226552379e-02,1.915725628880520781e-01,-1.439269106759833439e-01,1.351870428982869798e-01
2.000000000000000000e+00,2.549463237015324424e+01,-3.473992405838669819e-04,-1.967502133209078075e-01,1.069637168743002228e-03,2.003746372913676188e-01,-1.643578342077061660e-01,1.480243400402968534e-01
2.000000000000000000e+00,3.310083430088259604e+01,1.774575335653326771e-03,-2.323482229185204750e-01,1.309437223361722882e-03,2.301678119852376969e-01,-1.855151143206741349e-01,1.489177388549661196e-01
3.000000000000000000e+00,6.928846900327626201e+01,-7.933333927576423968e-04,-2.191697828781015156e-01,1.888252599134299017e-03,2.204447976245293983e-01,-1.797961141257336248e-01,1.483135498094816929e-01
2.000000000000000000e+00,2.401761821567583155e+01,4.331009255622817605e-02,-2.056831131795571199e-01,7.616070503844421871e-03,2.095707704477866029e-01,-1.836662217139660158e-01,1.392349644126589792e-01
2.000000000000000000e+00,2.644074027630193058e+01,-1.180969638523205910e-03,-1.986887109387142081e-01,2.360877210358868720e-03,1.998291942482688377e-01,-1.848871978028408525e-01,1.456364963084363917e-01
2.000000000000000000e+00,2.934123381965629918e+01,1.442556309356041004e-03,-1.862001073527879969e-01,2.424008710656171128e-02,1.959453414421036266e-01,-1.391172403115154554e-01,1.364875487022682021e-01
3.000000000000000000e+00,6.725288069327380924e+01,-1.129868372040270658e-02,-1.877926177551940135e-01,1.442178937168270628e-02,1.941667665775748119e-01,-1.501015597589118733e-01,1.402806644887002463e-01
3.000000000000000000e+00,4.117462809656430522e+01,-1.060924288986313593e-02,-2.025686256820825593e-01,1.092291592641195415e-02,2.065775992936674244e-01,-1.798183679885053676e-01,1.487271745658542144e-01
3.000000000000000000e+00,6.208357150995002627e+01,7.845806732485416379e-03,-2.139594183024067231e-01,9.534903951703938702e-03,2.169025778819964057e-01,-1.642477264758158695e-01,1.466215204437051334e-01
4.000000000000000000e+00,8.662412421366343551e+01,3.189368818897887585e-03,-2.067018584098941902e-01,9.751829565462706226e-03,2.103220670475660081e-01,-1.767857822863145856e-01,1.466122590009782400e-01
2.000000000000000000e+00,4.797940158097341623e+01,-6.757099498564219557e-05,-2.091574833151020330e-01,6.619676675055395166e-04,2.100975824389233471e-01,-1.687005981456137782e-01,1.495207967001239147e-01
2.000000000000000000e+00,3.288604851246565630e+01,-2.718107844471167461e-02,-1.948452800178508415e-01,1.690318436722949152e-02,2.018507024416237583e-01,-1.532639011133207774e-01,1.519927771792828897e-01
2.000000000000000000e+00,2.303299140204487117e+01,5.323186527658753213e-03,-1.855040392673603655e-01,-8.118290285302927345e-03,1.861631342199491779e-01,-1.564912120044862631e-01,1.439469118755943855e-01
2.000000000000000000e+00,4.499471902020022185e+01,-7.401570424705176954e-03,-1.843182626030018256e-01,2.104568098048645308e-02,1.943627078570869804e-01,-1.125435374142892686e-01,1.397683573908780896e-01
3.000000000000000000e+00,7.353829953846390310e+01,1.112360969017379096e-03,-1.832361697725967131e-01,8.425756743317854708e-03,1.890799394650246046e-01,-1.284976368951368242e-01,1.406499616351192805e-01
3.000000000000000000e+00,4.215618433226079276e+01,-8.395682002317797878e-04,-1.938460831224939063e-01,2.843205058198424069e-03,1.973778705006903889e-01,-1.600295720758529439e-01,1.477479727587067138e-01
3.000000000000000000e+00,7.785018254380622693e+01,6.229767339476941987e-03,-2.096359373666350501e-01,8.016935034318710407e-03,2.134817209158488827e-01,-1.452202277976598621e-01,1.475861063732643030e-01
4.000000000000000000e+00,9.800725337317267361e+01,2.810889743008247385e-03,-2.004193209857107194e-01,8.564006258563950508e-03,2.048972277552956189e-01,-1.508808532661913282e-01,1.472990384053398105e-01
3.000000000000000000e+00,6.070754286565199465e+01,3.309152852700376554e-03,-2.069014506452922508e-01,9.780503993047737210e-03,2.106356159028409669e-01,-1.672391647583332253e-01,1.482621202618050749e-01
3.000000000000000000e+00,6.048218875755070201e+01,-1.176006835118441687e-03,-2.107142093053368803e-01,1.111883474752668310e-03,2.113951232548990644e-01,-1.764635663179633385e-01,1.513831909466190617e-01
3.000000000000000000e+00,7.857578984592778681e+01,-2.376854557582686045e-03,-2.046725840482969960e-01,7.760674085644075557e-03,2.079210353771487330e-01,-1.332667524485626198e-01,1.450651513743995147e-01
4.000000000000000000e+00,1.080579006115634968e+02,4.881646743948978018e-02,-2.041051795460407936e-01,4.801213982661024088e-03,2.071581442292678155e-01,-1.495041385467134609e-01,1.389246614901017696e-01
